p_val	avg_diff	p_val_adj	regulon	gene
0	-0.0167415621024534	0	SCENIC_ZNF160_activating_regulon	ZNF160
0	-0.0167911455496206	0	SCENIC_STAT4_activating_regulon	STAT4
0	-0.0168866231489904	0	SCENIC_ZNF282_activating_regulon	ZNF282
0	-0.0172638564158003	0	SCENIC_KMT2B_activating_regulon	KMT2B
0	-0.0173168978487138	0	SCENIC_RREB1_activating_regulon	RREB1
0	-0.0174568102341414	0	SCENIC_HMGXB4_activating_regulon	HMGXB4
0	-0.0174830682839165	0	SCENIC_OTP_activating_regulon	OTP
0	-0.0175634378805123	0	SCENIC_SMARCC1_activating_regulon	SMARCC1
0	-0.0175639423349102	0	SCENIC_ZNF710_activating_regulon	ZNF710
0	-0.0175979540922575	0	SCENIC_PHF2_activating_regulon	PHF2
0	-0.0176039562239907	0	SCENIC_ZIC2_activating_regulon	ZIC2
0	-0.0176164784856316	0	SCENIC_ZNF727_activating_regulon	ZNF727
0	-0.0177153466519359	0	SCENIC_RLF_activating_regulon	RLF
0	-0.0177458942095349	0	SCENIC_ZNF224_activating_regulon	ZNF224
0	-0.0177503232113943	0	SCENIC_GMEB1_activating_regulon	GMEB1
0	-0.0177977434019164	0	SCENIC_XPA_activating_regulon	XPA
0	-0.0180236536741583	0	SCENIC_FOXJ3_activating_regulon	FOXJ3
0	-0.0181100954298362	0	SCENIC_ZNF429_activating_regulon	ZNF429
0	-0.0182245542207842	0	SCENIC_ZNF678_activating_regulon	ZNF678
0	-0.0182488601076423	0	SCENIC_POU2F2_activating_regulon	POU2F2
0	-0.0182548304051502	0	SCENIC_HBP1_activating_regulon	HBP1
0	-0.01839402914043	0	SCENIC_ZFP14_activating_regulon	ZFP14
0	-0.0183961236214238	0	SCENIC_KDM5A_activating_regulon	KDM5A
0	-0.0183977077445081	0	SCENIC_ZFP3_activating_regulon	ZFP3
0	-0.0184080760468602	0	SCENIC_ZNF438_activating_regulon	ZNF438
0	-0.0186696722758708	0	SCENIC_KLF5_activating_regulon	KLF5
0	-0.018791082988977	0	SCENIC_PRDM5_activating_regulon	PRDM5
0	-0.018792493168461	0	SCENIC_CAT_activating_regulon	CAT
0	-0.0188465899336155	0	SCENIC_ZSCAN30_activating_regulon	ZSCAN30
0	-0.0188665663262135	0	SCENIC_EP300_activating_regulon	EP300
0	-0.0188891585980576	0	SCENIC_BCL11B_activating_regulon	BCL11B
0	-0.0189301858259201	0	SCENIC_KLF7_activating_regulon	KLF7
0	-0.0193829201964775	0	SCENIC_ZFHX2_activating_regulon	ZFHX2
0	-0.0193966648297048	0	SCENIC_ZSCAN31_activating_regulon	ZSCAN31
0	-0.0194764658144637	0	SCENIC_ETV6_activating_regulon	ETV6
0	-0.0196516713481079	0	SCENIC_ZNF254_activating_regulon	ZNF254
0	-0.019935936276709	0	SCENIC_ARX_activating_regulon	ARX
0	-0.0199999439075776	0	SCENIC_ZNF98_activating_regulon	ZNF98
0	-0.0200154571414951	0	SCENIC_MBD2_activating_regulon	MBD2
0	-0.0200832010611487	0	SCENIC_ZKSCAN1_activating_regulon	ZKSCAN1
0	-0.0200962434173913	0	SCENIC_ZNF354A_activating_regulon	ZNF354A
0	-0.020144706724288	0	SCENIC_MSRB3_activating_regulon	MSRB3
0	-0.020185976612861	0	SCENIC_MXI1_activating_regulon	MXI1
